Date,GSCPI,GSCPI_3m_change,GSCPI_12m_volatility,is_high_pressure_shock,is_extreme_disruption
2003-12-31,-0.4018967069489738,-0.4538925002186588,0.21127305252870876,0,0
2004-01-31,-0.5402584020360433,-0.239884562247493,0.19969549818093674,0,0
2004-02-29,-0.425398193464917,0.03707830335700324,0.20399653547136581,0,0
2004-03-31,-0.06565412896287971,0.3362425779860941,0.21175111724575787,0,0
2004-04-30,0.3386749505525953,0.8789333525886385,0.25259297152239185,0,0
2004-05-31,0.2674224072809027,0.6928206007458197,0.28456098605378016,0,0
2004-06-30,0.37365253902926787,0.43930666799214757,0.3222931672139466,0,0
2004-07-31,-0.5151358351041523,-0.8538107856567476,0.34161539995855555,0,0
2004-08-31,0.07336807785968025,-0.19405432942122247,0.347341657096345,0,0
2004-09-30,-0.05109874259424095,-0.42475128162350884,0.343581929332824,0,0
2004-10-31,-0.6557446405978046,-0.1406088054936523,0.37252879602160704,0,0
2004-11-30,-0.04486024436109791,-0.11822832222077816,0.3622965885742195,0,0
2004-12-31,0.08834634742193599,0.13944509001617694,0.3573474036682645,0,0
2005-01-31,-0.171904881646604,0.48383975895120057,0.33057051355459194,0,0
2005-02-28,-0.22317001600021075,-0.17830977163911282,0.31537124218271223,0,0
2005-03-31,-0.3170587326610232,-0.40540508008295917,0.3247992054477438,0,0
2005-04-30,-1.37311314818613,-1.201208266539526,0.4717524671017206,0,0
2005-05-31,-1.0352607795286923,-0.8120907635284815,0.5003091266803916,0,0
2005-06-30,-0.9707702092845679,-0.6537114766235448,0.4807609855780508,0,0
2005-07-31,-0.9495410687665882,0.4235720794195419,0.5033303574265203,0,0
2005-08-31,-0.5694532847083769,0.46580749482031547,0.47366538628266064,0,0
2005-09-30,0.008201608604282325,0.9789718178888502,0.479309708014261,0,0
2005-10-31,-0.15650420124553302,0.7930368675210552,0.4878442621883876,0,0
2005-11-30,-0.7450255467656945,-0.17557226205731769,0.4732088216453348,0,0
2005-12-31,-0.8123495621109648,-0.8205511707152471,0.4353329577611246,0,0
2006-01-31,-0.4606721769156203,-0.30416797567008724,0.4165093187331916,0,0
2006-02-28,-0.8328007712076783,-0.08777522444198371,0.3986777420721994,0,0
2006-03-31,-0.44462794967222036,0.3677216124387444,0.3895854816662167,0,0
2006-04-30,0.05732683988791932,0.5179990168035397,0.38205751455900017,0,0
2006-05-31,0.0903981104581446,0.9231988816658229,0.39693403823999507,0,0
2006-06-30,0.11732924266354401,0.5619571923357644,0.39944148802318796,0,0
2006-07-31,-0.11373591592955479,-0.1710627558174741,0.36463907598268197,0,0
2006-08-31,0.051041912579979816,-0.03935619787816478,0.37028306901571945,0,0
2006-09-30,-0.6479870207141332,-0.7653162633776772,0.37387966369563336,0,0
2006-10-31,-0.523439986427623,-0.40970407049806823,0.3738691815644773,0,0
2006-11-30,-0.23304223478272001,-0.2840841473626998,0.35404895859545454,0,0
2006-12-31,-0.4671807732817475,0.18080624743238566,0.32237085631432655,0,0
2007-01-31,-0.8884969406825508,-0.3650569542549278,0.3645852887422948,0,0
2007-02-28,-0.7159183273571791,-0.48287609257445907,0.35093405083108276,0,0
2007-03-31,-0.580448472668291,-0.11326769938654352,0.35779881936294355,0,0
2007-04-30,-0.8338492105127494,0.0546477301698014,0.3645171523101387,0,0
2007-05-31,-0.41763401374151443,0.29828431361566465,0.3309136041975273,0,0
2007-06-30,-0.3924959129305715,0.18795255973771952,0.282325736505844,0,0
2007-07-31,-0.44814687850747437,0.38570233200527504,0.25834339937182615,0,0
2007-08-31,-0.11801295047361832,0.2996210632678961,0.22789348008134522,0,0
2007-09-30,-0.03604397837770607,0.35645193455286545,0.26296123259788134,0,0
2007-10-31,-0.6154611801177577,-0.16731430161028338,0.26594711921273584,0,0
2007-11-30,-0.4949253518126249,-0.3769124013390066,0.2544343334061516,0,0
2007-12-31,-0.16990467645110308,-0.133860698073397,0.2718711788739777,0,0
2008-01-31,-0.3915311692986445,0.22393001081911323,0.23920293502158693,0,0
2008-02-29,0.4255220237758869,0.9204473755885119,0.3277106601753671,0,0
2008-03-31,0.13549545443474237,0.30540013088584544,0.3445760837491365,0,0
2008-04-30,0.13158843430762757,0.5231196036062721,0.3148677040678227,0,0
2008-05-31,-0.14488774165812499,-0.5704097654340119,0.3074303852375476,0,0
2008-06-30,0.2714194257718681,0.13592397133712575,0.3243150024372048,0,0
2008-07-31,1.0077255595196897,0.8761371252120621,0.44190180527077655,1,0
2008-08-31,0.27013785626131426,0.41502559791943927,0.446651982788906,0,0
2008-09-30,-0.5627395650486101,-0.8341589908204783,0.4787195495483908,0,0
2008-10-31,-1.0465173172885402,-2.05424287680823,0.5403648301376703,0,0
2008-11-30,-1.529892188272862,-1.8000300445341764,0.6822561715226586,0,0
2008-12-31,-0.6537504988135321,-0.09101093376492198,0.6986940398516962,0,0
2009-01-31,-0.42062932832151445,0.6258879889670258,0.6995677495048369,0,0
2009-02-28,-0.5168520496570234,1.0130401386158385,0.6784326770919217,0,0
2009-03-31,0.11783658134646491,0.771587080159997,0.6775274253182219,0,0
2009-04-30,0.8197921736860653,1.2404215020075797,0.7396335683999831,0,0
2009-05-31,0.3093950549917754,0.8262471046487987,0.7541402488645657,0,0
2009-06-30,-0.5549572703435335,-0.6727938516899984,0.7487580347315517,0,0
2009-07-31,-0.7966177838931705,-1.616409957579236,0.6525945068120479,0,0
2009-08-31,-1.1690835403089626,-1.478478595300738,0.654417568317171,0,0
2009-09-30,-0.5130046784068046,0.041952591936728845,0.6541438482797483,0,0
2009-10-31,-0.4356903992461586,0.3609273846470119,0.6307753949731134,0,0
2009-11-30,-0.7836445170643374,0.3854390232446252,0.5450909086255422,0,0
2009-12-31,-0.619834441755625,-0.10682976334882033,0.5436460049645606,0,0
2010-01-31,-0.32311815675640304,0.11257224248975556,0.5437167269180471,0,0
2010-02-28,-0.1799680220340981,0.6036764950302392,0.5442629003513622,0,0
2010-03-31,0.33613711649886646,0.9559715582544914,0.5643820372688081,0,0
2010-04-30,0.25388381858931325,0.5770019753457163,0.4767950141016423,0,0
2010-05-31,0.376119753285043,0.5560877753191411,0.4857814987851032,0,0
2010-06-30,-0.0797138821559924,-0.41585099865485886,0.4884727591466633,0,0
2010-07-31,-0.07318448346591318,-0.3270683020552264,0.46964209506136073,0,0
2010-08-31,0.3177865315544136,-0.05833322173062938,0.40135556436930164,0,0
2010-09-30,0.364324369282533,0.4440382514385254,0.40781960662538796,0,0
2010-10-31,0.684953018659957,0.7581375021258702,0.44336988854911924,0,0
2010-11-30,0.40836565968004096,0.09057912812562735,0.3744351102254269,0,0
2010-12-31,0.6558867050064666,0.29156233572393364,0.3220587819674221,0,0
2011-01-31,0.7285108763433645,0.043557857683407586,0.3006962982266473,0,0
2011-02-28,0.31744949019182633,-0.09091616948821463,0.25724214405173074,0,0
2011-03-31,0.7045576634173211,0.04867095841085445,0.2757730239329913,0,0
2011-04-30,1.5784878148107122,0.8499769384673477,0.43578235387889125,1,0
2011-05-31,0.9047677432473126,0.5873182530554862,0.4487984321421004,0,0
2011-06-30,0.19647503429990015,-0.508082629117421,0.42014564032553164,0,0
2011-07-31,0.28698596150409866,-1.2915018533066136,0.38143807170741095,0,0
2011-08-31,-0.12660346588217844,-1.031371209129491,0.42942728567048893,0,0
2011-09-30,-0.5751142827025911,-0.7715893170024912,0.5395836623980022,0,0
2011-10-31,-0.40476601927882866,-0.6917519807829273,0.5912514720426071,0,0
2011-11-30,0.13766232659247782,0.26426579247465626,0.595617800367579,0,0
2011-12-31,-0.06636739431824577,0.5087468883843453,0.6002486722874721,0,0
2012-01-31,0.35716367318125103,0.7619296924600797,0.5859348099440899,0,0
2012-02-29,-0.013405210333230414,-0.15106753692570823,0.5915587342896715,0,0
2012-03-31,-0.3959655940202106,-0.3295981997019648,0.5996500219360554,0,0
2012-04-30,-0.33268900121221445,-0.6898526743934654,0.4121645465459358,0,0
2012-05-31,-0.6969618829372443,-0.6835566726040139,0.34555988178340885,0,0
2012-06-30,-0.712912975711802,-0.3169473816915914,0.36514766357108536,0,0
2012-07-31,-0.6719831856956775,-0.33929418448346305,0.35068599951905544,0,0
2012-08-31,-0.14810912956240832,0.548852753374836,0.3498187548413035,0,0
2012-09-30,-0.2694645956271887,0.4434483800846133,0.33840058613935237,0,0
2012-10-31,-0.017397996760378776,0.6545851889352987,0.3426331977339752,0,0
2012-11-30,-0.36048650841428403,-0.21237737885187571,0.32287020472688854,0,0
2012-12-31,-0.16748988649347402,0.1019747091337147,0.31814717822398997,0,0
2013-01-31,-0.08095424362322963,-0.06355624686285086,0.256895861015878,0,0
2013-02-28,-0.41274159642494773,-0.0522550880106637,0.23844386099665016,0,0
2013-03-31,-0.5717302580170998,-0.40424037152362574,0.24641427926361745,0,0
2013-04-30,-0.7691658006236548,-0.6882115570004251,0.27132213040556225,0,0
2013-05-31,-0.8785078700747397,-0.465766273649792,0.29316565687565305,0,0
2013-06-30,-0.6842054525723914,-0.11247519455529165,0.2906802629114067,0,0
2013-07-31,-0.672500273283765,0.09666552733988976,0.2907211529703149,0,0
2013-08-31,-0.5817597128709737,0.296748157203766,0.2807135227351826,0,0
2013-09-30,-0.27793279152625533,0.4062726610461361,0.28021344069813675,0,0
2013-10-31,-0.201631307575117,0.47086896570864806,0.258163147710098,0,0
2013-11-30,-0.7073351082064928,-0.1255753953355191,0.26394477286882,0,0
2013-12-31,-0.5046627756618611,-0.2267299841356058,0.24233441188206023,0,0
2014-01-31,-0.6522763866969363,-0.45064507912181934,0.1985632365760765,0,0
2014-02-28,-0.28955761823288567,0.41777748997360714,0.2106014421770575,0,0
2014-03-31,-0.6255426708225991,-0.12087989516073794,0.21130770538273919,0,0
2014-04-30,-0.8105002569896473,-0.158223870292711,0.21514401268398134,0,0
2014-05-31,-0.8226838760038495,-0.5331262577709639,0.20845766291849907,0,0
2014-06-30,-0.7091683184279939,-0.08362564760539482,0.20982952684909278,0,0
2014-07-31,-0.8307570303542249,-0.02025677336457754,0.22142172407094488,0,0
2014-08-31,-0.6494812668689439,0.1732026091349056,0.22220760549502122,0,0
2014-09-30,-0.8515791864513693,-0.14241086802337544,0.21032602588567964,0,0
2014-10-31,-0.620916088233909,0.2098409421203159,0.1600821526149874,0,0
2014-11-30,-1.0285348760427455,-0.3790536091738016,0.19035860155199458,0,0
2014-12-31,-0.44595344706484663,0.4056257393865227,0.19648124911505765,0,0
2015-01-31,-0.5361908369370988,0.08472525129681019,0.2015545851282014,0,0
2015-02-28,-0.3599863266966839,0.6685485493460617,0.18966536558301222,0,0
2015-03-31,-0.4311792522149802,0.014774194849866418,0.2035488906750571,0,0
2015-04-30,-0.37030259575230506,0.16588824118479373,0.2161356556479522,0,0
2015-05-31,-0.5867178901659157,-0.2267315634692318,0.20840768490713873,0,0
2015-06-30,-0.8995067964939364,-0.4683275442789562,0.22269741388684966,0,0
2015-07-31,-0.43957665302970605,-0.06927405727740099,0.2199324818739222,0,0
2015-08-31,-0.7192023528860605,-0.1324844627201448,0.22221967983027432,0,0
2015-09-30,-0.4224080800562094,0.477098716437727,0.21373465509394482,0,0
2015-10-31,-0.2571874516241924,0.18238920140551368,0.23119907441633353,0,0
2015-11-30,-0.6823550892254429,0.036847263660617635,0.18104778242746405,0,0
2015-12-31,-0.6413623769151201,-0.2189542968589107,0.18328761559587212,0,0
2016-01-31,-0.8342090777670749,-0.5770216261428824,0.20345605518828738,0,0
2016-02-29,-0.7707055755938916,-0.08835048636844878,0.2024564450876907,0,0
2016-03-31,-0.6570869320833955,-0.015724555168275423,0.19698882855000235,0,0
2016-04-30,-0.26808526170192626,0.5661238160651486,0.209926363013469,0,0
2016-05-31,-0.7467708388201484,0.023934736773743248,0.21417207868555346,0,0
2016-06-30,-0.30626590150759575,0.3508210305757998,0.2100873519591983,0,0
2016-07-31,-0.19138436116031696,0.0767009005416093,0.2340918865377428,0,0
2016-08-31,0.08606766661287257,0.832838505433021,0.2877629663891254,0,0
2016-09-30,-0.30763781104292554,-0.001371909535329785,0.2915275652628512,0,0
2016-10-31,-0.0864538510544977,0.10493051010581926,0.30636692977247537,0,0
2016-11-30,-0.33870790094776454,-0.4247755675606371,0.2986913140948175,0,0
2016-12-31,-0.2541623906577076,0.05347542038521791,0.29369855716029203,0,0
2017-01-31,0.16030341080395724,0.24675726185845492,0.29713419985190603,0,0
2017-02-28,0.16826079426512458,0.5069686952128891,0.28731797360984845,0,0
2017-03-31,0.07832140718012029,0.3324837978378279,0.2651658551569558,0,0
2017-04-30,-0.0002759875601189945,-0.16057939836407623,0.26716633318877736,0,0
2017-05-31,-0.1656439569682294,-0.33390475123335395,0.1895417086161443,0,0
2017-06-30,0.0743968124627188,-0.003924594717401489,0.18297753967880032,0,0
2017-07-31,0.07435134196285038,0.07462732952296938,0.1823366435411086,0,0
2017-08-31,0.37933686431200114,0.5449808212802305,0.21742717199902079,0,0
2017-09-30,0.525686240579803,0.45128942811708417,0.24755556998649297,0,0
2017-10-31,0.7626204369491685,0.688269094986318,0.3163817076372331,0,0
2017-11-30,0.806224794218841,0.4268879299068398,0.3367830228584558,0,0
2017-12-31,0.663028481463247,0.13734224088344404,0.32384992395505924,0,0
2018-01-31,0.5666738490225074,-0.1959465879266611,0.32980372175992334,0,0
2018-02-28,0.042092871205108046,-0.7641319230137329,0.3372767552040948,0,0
2018-03-31,0.4202687117811749,-0.24275976968207208,0.32961469793758774,0,0
2018-04-30,0.4942592554331016,-0.07241459358940577,0.3129136786195259,0,0
2018-05-31,0.35100013239323197,0.30890726118812395,0.2612491912426306,0,0
2018-06-30,0.4059007826000529,-0.014367929181122008,0.2365923045238975,0,0
2018-07-31,0.41060045325556493,-0.08365880217753668,0.204856693030682,0,0
2018-08-31,0.5187556065647584,0.16775547417152642,0.20221615354046218,0,0
2018-09-30,0.4495795424202794,0.04367875982022651,0.20243689993673528,0,0
2018-10-31,0.5107229116072696,0.10012245835170464,0.18391439240540408,0,0
2018-11-30,0.43589794626757855,-0.08285766029717984,0.15036373724087673,0,0
2018-12-31,0.44610832087208313,-0.0034712215481962905,0.13303129464901878,0,0
2019-01-31,0.49531312328939364,-0.015409788317875928,0.12740277063912622,0,0
2019-02-28,0.11688106899803855,-0.31901687726954,0.10782517906892652,0,0
2019-03-31,0.19475443488317098,-0.2513538859889122,0.12611718993730073,0,0
2019-04-30,-0.0075064359789418856,-0.5028195592683355,0.16885896454737948,0,0
2019-05-31,-0.6410990176735388,-0.7579800866715773,0.3350803798553601,0,0
2019-06-30,-0.4748601001502597,-0.6696145350334307,0.3955259807923828,0,0
2019-07-31,-0.4630172519388437,-0.4555108159599018,0.4328045091117674,0,0
2019-08-31,-0.3109392322308492,0.33015978544268965,0.43163797690920064,0,0
2019-09-30,0.11679491613991888,0.5916550162901786,0.4148838975810988,0,0
2019-10-31,0.06687536853683938,0.5298926204756831,0.3874898166760429,0,0
2019-11-30,0.13492115529897458,0.44586038752982377,0.36569185214676125,0,0
2019-12-31,0.02007465636060211,-0.09672025977931677,0.3349584843490961,0,0
2020-01-31,0.05656601984109483,-0.010309348695744555,0.2893592515629322,0,0
2020-02-29,1.2092427448007548,1.0743215895017801,0.4754842705198468,1,0
2020-03-31,2.59721148522206,2.577136828861458,0.8920278430255844,1,1
2020-04-30,3.339877258806522,3.2833112389654273,1.268079551146353,1,1
2020-05-31,2.568726923912654,1.359484179111899,1.3481834133884059,1,1
2020-06-30,2.3032805833352885,-0.2939309018867715,1.3593765501715747,1,1
2020-07-31,2.9535761500863,-0.38630110872022216,1.3894226005633068,1,1
2020-08-31,1.4739309393485975,-1.0947959845640562,1.2991906491498766,1,0
2020-09-30,0.6297042186335959,-1.6735763647016926,1.2608858903537556,0,0
2020-10-31,0.10774594369259739,-2.8458302063937024,1.2568702813231685,0,0
2020-11-30,0.7573539590540824,-0.7165769802945151,1.20964030399279,0,0
2020-12-31,1.694970691692934,1.065266473059338,1.1161932491529114,1,0
2021-01-31,1.3302607204033265,1.2225147767107292,1.0070504966596552,1,0
2021-02-28,1.9626438204478887,1.2052898613938061,0.9938648049391666,1,0
2021-03-31,2.274813314155322,0.5798426224623883,0.9748234801498663,1,1
2021-04-30,2.769524243455533,1.4392635230522066,0.9032983907899342,1,1
2021-05-31,3.0489150646430327,1.086271244195144,0.9528408359220449,1,1
2021-06-30,2.752509470873811,0.47769615671848875,0.9837814940939454,1,1
2021-07-31,2.958837704615834,0.1893134611603009,0.9843370698849145,1,1
2021-08-31,3.3191091917530513,0.27019412711001856,1.0671195462212886,1,1
2021-09-30,3.3779836341061653,0.6254741632323544,1.0487302384206076,1,1
2021-10-31,3.9185421767148214,0.9597044720989873,0.92896118658068,1,1
2021-11-30,4.3469253892512825,1.0278161974982312,0.889035902398323,1,1
2021-12-31,4.430888199192099,1.0529045650859334,0.9263062194644978,1,1
2022-01-31,3.7068689003490487,-0.2116732763657727,0.7678158941277917,1,1
2022-02-28,2.803848595282345,-1.5430767939689374,0.6732767978213523,1,1
2022-03-31,2.848588382877451,-1.5822998163146478,0.6106067628570497,1,1
2022-04-30,3.5165812788756137,-0.19028762147343503,0.582725496062989,1,1
2022-05-31,2.7282449141124183,-0.07560368116992677,0.6080486720275413,1,1
2022-06-30,2.403607876459831,-0.44498050641762,0.64842943900188,1,1
2022-07-31,1.8175016244296047,-1.699079654446009,0.7829140239422159,1,0
2022-08-31,1.5017887765636246,-1.2264561375487937,0.9334677130596962,1,0
2022-09-30,0.9816786687744956,-1.4219292076853354,1.111791871058969,0,0
2022-10-31,1.0875963633488048,-0.7299052610807999,1.178333631488187,1,0
2022-11-30,1.2625080172593022,-0.23928075930432247,1.1167432550467256,1,0
2022-12-31,1.3386135586223376,0.35693488984784194,0.9569251920243366,1,0
2023-01-31,1.0663678131590504,-0.021228550189754447,0.8701643443372661,1,0
2023-02-28,-0.25872965472443715,-1.5212376719837393,1.0302194529906787,0,0
2023-03-31,-1.1895901188595583,-2.528203677481896,1.253189922007701,0,0
2023-04-30,-1.3300979326037035,-2.396465745762754,1.2739356559937753,0,0
2023-05-31,-1.5909652788663233,-1.3322356241418862,1.3347993474729394,0,0
2023-06-30,-1.1114669203470782,0.07812319851248017,1.2856118053420262,0,0
2023-07-31,-0.9205218018322341,0.40957613077146937,1.2333100767529632,0,0
2023-08-31,-1.1038261779897665,0.4871391008765569,1.1867620920997959,0,0
2023-09-30,-0.663694596435522,0.4477723239115562,1.1385271366047762,0,0
2023-10-31,-0.38869766777222714,0.531824134060007,1.0533634608634768,0,0
2023-11-30,0.19233840676504604,1.2961645847548124,0.9381191613254266,0,0
2023-12-31,-0.14813257165692004,0.5155620247786019,0.7537601205441363,0,0
2024-01-31,-0.3493451527158638,0.039352515056363335,0.5485882155153188,0,0
2024-02-29,-0.19210296263084445,-0.38444136939589046,0.5541945543229005,0,0
2024-03-31,-0.36021747444825103,-0.212084902791331,0.5436938095257182,0,0
2024-04-30,-0.9780168796685041,-0.6286717269526403,0.5131142069781367,0,0
2024-05-31,-0.5856674129943529,-0.3935644503635084,0.41556062659115706,0,0
2024-06-30,-0.3582150542869428,0.0020024201613082493,0.37839673095794024,0,0
2024-07-31,-0.04489467910026823,0.9331222005682359,0.37177865960733353,0,0
2024-08-31,0.23807477444288372,0.8237421874372366,0.3467361688774496,0,0
2024-09-30,0.11837794027454829,0.47659299456149107,0.34631958718603995,0,0
2024-10-31,-0.38789541061566407,-0.34300073151539584,0.3462879360587603,0,0
2024-11-30,-0.3095556391295642,-0.5476304135724479,0.3188091002463256,0,0
2024-12-31,-0.2971397623943753,-0.41551770266892357,0.31610498767065515,0,0
2025-01-31,-0.20637900715501345,0.18151640346065062,0.31645006849462887,0,0
2025-02-28,-0.014462951798406615,0.29509268733115757,0.32499076816387756,0,0
2025-03-31,-0.19970286144776347,0.09743690094661181,0.32403977765016934,0,0
2025-04-30,-0.23433338556817032,-0.027954378413156872,0.23008406639763807,0,0
2025-05-31,0.29047638109170093,0.30493933289010755,0.23216827670319157,0,0
2025-06-30,0.0890165719342628,0.28871943338202627,0.22575857452471654,0,0
2025-07-31,0.016937007713255292,0.25127039328142564,0.22732951143973715,0,0
2025-08-31,-0.08539667663936643,-0.3758730577310674,0.20494402919339622,0,0
2025-09-30,-0.024020355326535927,-0.11303692726079873,0.19492207819327026,0,0
2025-10-31,-0.07837823509053587,-0.09531524280379117,0.17475218826240932,0,0
2025-11-30,-0.12375426519001406,-0.03835758855064764,0.16100294417416167,0,0
2025-12-31,0.5774345158964334,0.6014548712229693,0.23217078890809073,0,0
2026-01-31,0.48307927353840757,0.5614575086289435,0.25993741155006383,0,0
2026-02-28,0.5870169441508151,0.7107712093408292,0.29963799222066934,0,0
2026-03-31,0.6802273608102469,0.10279284491381357,0.32410771200501437,0,0
2026-04-30,1.852569523221044,1.3694902496826364,0.5569415997721581,1,0
2026-05-31,1.8250032136265557,1.2379862694757406,0.6987785785819859,1,0
2026-06-30,1.1993968920534597,0.5191695312432127,0.7151459816341761,1,0
2026-07-31,0.9362714661285535,-0.9162980570924905,0.6988869786853881,0,0
2026-08-31,1.0625436305162717,-0.7624595831102841,0.6665248241519869,1,0
